Wavelength_nm,Raw_Counts,Display_Value
626.8930,1166.46,1166.4627
627.2106,1167.66,1167.6630
627.5281,1167.31,1167.3053
627.8456,1167.10,1167.0974
628.1632,1167.77,1167.7711
628.4807,1167.26,1167.2597
628.7982,1166.75,1166.7542
629.1158,1167.85,1167.8535
629.4333,1167.29,1167.2894
629.7509,1167.53,1167.5274
630.0684,1166.55,1166.5547
630.3859,1167.99,1167.9877
630.7035,1167.23,1167.2306
631.0210,1167.41,1167.4065
631.3385,1167.32,1167.3203
631.6561,1167.49,1167.4917
631.9736,1166.94,1166.9359
632.2912,1167.26,1167.2586
632.6087,1168.57,1168.5710
632.9262,1167.71,1167.7147
633.2438,1168.12,1168.1241
633.5613,1167.16,1167.1551
633.8788,1167.96,1167.9626
634.1964,1168.32,1168.3161
634.5139,1168.59,1168.5861
634.8315,1169.16,1169.1622
635.1490,1168.58,1168.5845
635.4665,1168.92,1168.9167
635.7841,1169.90,1169.8999
636.1016,1170.44,1170.4442
636.4191,1172.06,1172.0627
636.7367,1172.11,1172.1084
637.0542,1172.96,1172.9629
637.3718,1174.05,1174.0494
637.6893,1175.41,1175.4074
638.0068,1176.87,1176.8703
638.3244,1178.99,1178.9912
638.6419,1181.17,1181.1705
638.9595,1183.04,1183.0429
639.2770,1186.93,1186.9347
639.5945,1190.02,1190.0239
639.9121,1195.61,1195.6090
640.2296,1199.65,1199.6523
640.5471,1205.28,1205.2762
640.8647,1211.86,1211.8583
641.1822,1218.81,1218.8083
641.4998,1228.33,1228.3327
641.8173,1237.97,1237.9671
642.1348,1248.36,1248.3560
642.4524,1260.58,1260.5750
642.7699,1275.06,1275.0614
643.0874,1290.26,1290.2573
643.4050,1307.06,1307.0597
643.7225,1326.55,1326.5537
644.0401,1347.65,1347.6462
644.3576,1370.78,1370.7782
644.6751,1395.06,1395.0569
644.9927,1423.69,1423.6902
645.3102,1453.11,1453.1064
645.6277,1486.02,1486.0170
645.9453,1521.21,1521.2101
646.2628,1558.58,1558.5816
646.5804,1599.73,1599.7322
646.8979,1642.60,1642.5983
647.2154,1687.81,1687.8092
647.5330,1736.92,1736.9155
647.8505,1787.00,1787.0018
648.1681,1841.27,1841.2694
648.4856,1896.40,1896.4031
648.8031,1954.64,1954.6362
649.1207,2014.10,2014.1041
649.4382,2075.29,2075.2881
649.7557,2137.71,2137.7073
650.0733,2200.82,2200.8194
650.3908,2264.57,2264.5742
650.7084,2329.98,2329.9837
651.0259,2394.44,2394.4448
651.3434,2458.61,2458.6124
651.6610,2520.89,2520.8869
651.9785,2582.82,2582.8241
652.2960,2643.40,2643.4043
652.6136,2701.14,2701.1355
652.9311,2755.27,2755.2682
653.2487,2807.11,2807.1074
653.5662,2855.11,2855.1070
653.8837,2897.43,2897.4305
654.2013,2938.07,2938.0725
654.5188,2971.60,2971.6023
654.8363,3000.97,3000.9686
655.1539,3024.56,3024.5583
655.4714,3043.35,3043.3523
655.7890,3055.03,3055.0289
656.1065,3062.61,3062.6081
656.4240,3062.87,3062.8660
656.7416,3056.94,3056.9444
657.0591,3045.56,3045.5603
657.3766,3029.16,3029.1584
657.6942,3006.18,3006.1808
658.0117,2977.83,2977.8326
658.3293,2945.17,2945.1739
658.6468,2906.87,2906.8665
658.9643,2864.05,2864.0495
659.2819,2815.99,2815.9920
659.5994,2765.44,2765.4362
659.9170,2710.55,2710.5457
660.2345,2654.18,2654.1846
660.5520,2595.75,2595.7451
660.8696,2532.95,2532.9529
661.1871,2470.10,2470.0985
661.5046,2406.17,2406.1670
661.8222,2342.36,2342.3576
662.1397,2277.03,2277.0284
662.4573,2212.53,2212.5326
662.7748,2149.83,2149.8344
663.0923,2086.25,2086.2526
663.4099,2023.42,2023.4173
663.7274,1964.82,1964.8225
664.0449,1905.87,1905.8682
664.3625,1849.15,1849.1477
664.6800,1796.17,1796.1732
664.9976,1744.82,1744.8188
665.3151,1694.98,1694.9772
665.6326,1649.02,1649.0159
665.9502,1604.52,1604.5167
666.2677,1563.30,1563.3012
666.5852,1524.55,1524.5491
666.9028,1488.99,1488.9883
667.2203,1455.96,1455.9639
667.5379,1425.17,1425.1657
667.8554,1396.58,1396.5813
668.1729,1370.26,1370.2602
668.4905,1346.87,1346.8667
668.8080,1324.68,1324.6797
669.1255,1306.37,1306.3745
669.4431,1288.07,1288.0687
669.7606,1272.05,1272.0535
670.0782,1257.82,1257.8228
670.3957,1245.58,1245.5782
670.7132,1234.02,1234.0154
671.0308,1224.22,1224.2199
671.3483,1214.83,1214.8302
671.6659,1207.01,1207.0129
671.9834,1200.16,1200.1594
672.3009,1194.58,1194.5756
672.6185,1189.94,1189.9444
672.9360,1184.98,1184.9789
673.2535,1181.21,1181.2129
673.5711,1178.20,1178.1976
673.8886,1173.75,1173.7462
674.2062,1171.53,1171.5276
674.5237,1169.76,1169.7631
674.8412,1167.79,1167.7921
675.1588,1166.15,1166.1538
675.4763,1164.02,1164.0177
675.7938,1163.32,1163.3166
676.1114,1163.10,1163.1001
676.4289,1161.62,1161.6205
676.7465,1160.75,1160.7521
677.0640,1160.08,1160.0752
677.3815,1159.82,1159.8194
677.6991,1159.95,1159.9502
678.0166,1158.96,1158.9596
678.3341,1159.22,1159.2232
678.6517,1159.21,1159.2098
678.9692,1158.19,1158.1875
679.2868,1157.61,1157.6133
679.6043,1158.54,1158.5405
679.9218,1158.26,1158.2639
680.2394,1158.14,1158.1389
680.5569,1157.93,1157.9251
680.8745,1157.44,1157.4381
681.1920,1157.40,1157.4001
681.5095,1156.77,1156.7727
681.8271,1157.06,1157.0619
682.1446,1156.69,1156.6867
682.4621,1156.49,1156.4881
682.7797,1156.58,1156.5807
683.0972,1156.75,1156.7519
683.4148,1156.64,1156.6433
683.7323,1156.53,1156.5316
684.0498,1156.47,1156.4663
684.3674,1156.34,1156.3408
684.6849,1155.76,1155.7552
685.0024,1156.55,1156.5520
685.3200,1155.81,1155.8075
685.6375,1155.82,1155.8241
685.9551,1155.65,1155.6518
686.2726,1155.50,1155.4973
686.5901,1154.39,1154.3884
686.9077,1155.18,1155.1807
687.2252,1155.41,1155.4147
687.5427,1154.36,1154.3648
687.8603,1155.51,1155.5134
688.1778,1154.86,1154.8616
688.4954,1155.46,1155.4634
688.8129,1155.07,1155.0742
689.1304,1155.30,1155.2975
689.4480,1154.95,1154.9506
689.7655,1154.73,1154.7288
690.0830,1153.82,1153.8163
690.4006,1154.41,1154.4130
690.7181,1154.10,1154.0956
691.0357,1155.00,1154.9968
691.3532,1154.33,1154.3318
691.6707,1153.91,1153.9110
691.9883,1153.31,1153.3068
692.3058,1153.47,1153.4690
692.6234,1154.00,1153.9958
692.9409,1154.02,1154.0237
693.2584,1153.22,1153.2169
693.5760,1152.52,1152.5193
693.8935,1152.63,1152.6338
694.2110,1153.02,1153.0203
694.5286,1153.53,1153.5327
694.8461,1153.39,1153.3943
695.1637,1153.50,1153.5022
695.4812,1152.19,1152.1917
695.7987,1152.28,1152.2777
696.1163,1152.78,1152.7766
696.4338,1151.79,1151.7888
696.7513,1152.94,1152.9366
697.0689,1152.03,1152.0338
697.3864,1151.70,1151.6973
697.7040,1152.08,1152.0763
698.0215,1152.35,1152.3512
698.3390,1151.48,1151.4831
698.6566,1152.16,1152.1642
698.9741,1151.40,1151.4031
699.2916,1151.51,1151.5065
699.6092,1151.43,1151.4281
699.9267,1151.72,1151.7157
700.2443,1151.27,1151.2676
700.5618,1151.23,1151.2299
700.8793,1150.71,1150.7137
701.1969,1151.28,1151.2752
701.5144,1151.35,1151.3501
701.8319,1150.86,1150.8616
702.1495,1151.63,1151.6322
702.4670,1151.01,1151.0122
702.7846,1150.19,1150.1931
703.1021,1150.38,1150.3791
703.4196,1149.78,1149.7849
703.7372,1150.41,1150.4078
704.0547,1149.88,1149.8768
704.3723,1150.96,1150.9576
704.6898,1149.42,1149.4173
705.0073,1149.93,1149.9301
705.3249,1149.34,1149.3412
705.6424,1150.01,1150.0143
705.9599,1149.29,1149.2905
706.2775,1149.74,1149.7356
706.5950,1149.44,1149.4423
706.9126,1149.72,1149.7170
707.2301,1148.75,1148.7549
707.5476,1149.96,1149.9583
707.8652,1148.83,1148.8267
708.1827,1148.86,1148.8596
708.5002,1148.70,1148.7037
708.8178,1148.88,1148.8750
709.1353,1148.95,1148.9463
709.4529,1148.07,1148.0744
709.7704,1148.49,1148.4922
710.0879,1148.10,1148.1006
710.4055,1148.53,1148.5313
710.7230,1148.07,1148.0733
711.0405,1147.81,1147.8064
711.3581,1147.68,1147.6846
711.6756,1147.48,1147.4788
711.9932,1147.73,1147.7268
712.3107,1147.83,1147.8307
712.6282,1147.87,1147.8711
712.9458,1146.99,1146.9930
713.2633,1146.18,1146.1814
713.5809,1147.62,1147.6185
713.8984,1147.14,1147.1426
714.2159,1146.53,1146.5297
714.5335,1146.63,1146.6329
714.8510,1147.45,1147.4501
715.1685,1146.60,1146.6042
715.4861,1146.74,1146.7400
715.8036,1146.01,1146.0110
716.1212,1145.48,1145.4840
716.4387,1146.24,1146.2437
716.7562,1145.63,1145.6325
717.0738,1146.27,1146.2685
717.3913,1144.95,1144.9479
717.7088,1145.46,1145.4616
718.0264,1145.88,1145.8784
718.3439,1145.09,1145.0944
718.6615,1145.58,1145.5780
718.9790,1145.86,1145.8634
719.2965,1145.07,1145.0688
719.6141,1145.24,1145.2394
719.9316,1144.79,1144.7938
720.2491,1143.94,1143.9428
720.5667,1145.81,1145.8087
720.8842,1143.87,1143.8685
721.2018,1144.82,1144.8150
721.5193,1143.72,1143.7163
721.8368,1143.86,1143.8614
722.1544,1144.57,1144.5669
722.4719,1143.77,1143.7748
722.7894,1143.53,1143.5309
723.1070,1144.21,1144.2076
723.4245,1144.33,1144.3326
723.7421,1144.52,1144.5162
724.0596,1142.91,1142.9063
724.3771,1143.26,1143.2575
724.6947,1142.99,1142.9935
725.0122,1143.74,1143.7404
725.3298,1141.96,1141.9615
725.6473,1142.04,1142.0365
725.9648,1142.58,1142.5825
726.2824,1142.29,1142.2930
726.5999,1143.38,1143.3786
726.9174,1142.67,1142.6736
727.2350,1142.45,1142.4517
727.5525,1142.36,1142.3637
727.8701,1141.97,1141.9691
728.1876,1142.12,1142.1249
728.5051,1141.44,1141.4394
728.8227,1142.39,1142.3877
729.1402,1142.01,1142.0108
729.4577,1141.83,1141.8339
729.7753,1142.19,1142.1943
730.0928,1141.58,1141.5766
730.4104,1140.39,1140.3882
730.7279,1142.34,1142.3368
731.0454,1141.08,1141.0798
731.3630,1140.77,1140.7740
731.6805,1141.64,1141.6435
731.9980,1140.23,1140.2331
732.3156,1140.97,1140.9717
732.6331,1140.60,1140.6007
732.9507,1139.71,1139.7054
733.2682,1141.10,1141.1007
733.5857,1139.54,1139.5358
733.9033,1140.20,1140.1961
734.2208,1140.11,1140.1128
734.5383,1140.84,1140.8388
734.8559,1140.52,1140.5162
735.1734,1139.61,1139.6076
735.4910,1139.16,1139.1649
735.8085,1140.00,1139.9955
736.1260,1139.02,1139.0164
736.4436,1139.08,1139.0834
736.7611,1138.94,1138.9360
737.0787,1139.61,1139.6113
737.3962,1139.54,1139.5377
737.7137,1139.02,1139.0210
738.0313,1139.12,1139.1246
738.3488,1138.65,1138.6481
738.6663,1138.50,1138.5008
738.9839,1138.62,1138.6153
739.3014,1138.42,1138.4233
739.6190,1138.50,1138.5008
739.9365,1138.39,1138.3875
740.2540,1137.16,1137.1644
740.5716,1138.34,1138.3414
740.8891,1137.96,1137.9576
741.2066,1137.42,1137.4156
741.5242,1137.73,1137.7257
741.8417,1137.95,1137.9452
742.1593,1137.19,1137.1866
742.4768,1137.84,1137.8363
742.7943,1137.32,1137.3217
743.1119,1137.35,1137.3505
743.4294,1137.15,1137.1509
743.7469,1136.57,1136.5720
744.0645,1136.80,1136.7994
744.3820,1136.51,1136.5114
744.6996,1137.09,1137.0861
745.0171,1136.71,1136.7119
745.3346,1136.87,1136.8693
745.6522,1137.05,1137.0490
745.9697,1135.59,1135.5866
746.2872,1136.63,1136.6274
746.6048,1136.26,1136.2557
746.9223,1136.04,1136.0433
747.2399,1135.87,1135.8711
747.5574,1135.21,1135.2100
747.8749,1135.72,1135.7180
748.1925,1135.72,1135.7208
748.5100,1134.72,1134.7164
748.8276,1135.85,1135.8538
749.1451,1134.94,1134.9440
749.4626,1135.29,1135.2885
749.7802,1135.35,1135.3478
750.0977,1135.01,1135.0094
750.4152,1134.30,1134.3046
750.7328,1134.36,1134.3576
751.0503,1133.75,1133.7456
751.3679,1133.81,1133.8080
751.6854,1134.63,1134.6269
752.0029,1134.65,1134.6488
752.3205,1133.90,1133.9025
752.6380,1134.77,1134.7728
752.9555,1133.47,1133.4658
753.2731,1133.19,1133.1903
753.5906,1133.28,1133.2790
753.9082,1133.86,1133.8634
754.2257,1133.53,1133.5332
754.5432,1133.53,1133.5349
754.8608,1132.98,1132.9781
755.1783,1132.82,1132.8166
755.4958,1133.07,1133.0720
755.8134,1133.31,1133.3066
756.1309,1134.14,1134.1393
756.4485,1132.27,1132.2693
756.7660,1132.30,1132.3037
757.0835,1132.34,1132.3423
757.4011,1131.90,1131.9045
757.7186,1133.04,1133.0353
758.0362,1132.03,1132.0330
758.3537,1132.85,1132.8545
758.6712,1132.37,1132.3732
758.9888,1131.72,1131.7211
759.3063,1132.29,1132.2927
759.6238,1132.01,1132.0129
759.9414,1132.31,1132.3076
760.2589,1131.69,1131.6923
760.5765,1131.69,1131.6870
760.8940,1131.62,1131.6245
761.2115,1131.41,1131.4051
761.5291,1131.45,1131.4455
761.8466,1131.17,1131.1704
762.1641,1130.61,1130.6061
762.4817,1130.85,1130.8524
762.7992,1131.12,1131.1166
763.1168,1130.56,1130.5599
763.4343,1130.84,1130.8412
763.7518,1130.17,1130.1703
764.0694,1130.72,1130.7163
764.3869,1130.71,1130.7143
764.7044,1130.03,1130.0284
765.0220,1130.69,1130.6930
765.3395,1129.78,1129.7777
765.6571,1129.65,1129.6470
765.9746,1130.31,1130.3098
766.2921,1129.76,1129.7624
766.6097,1130.28,1130.2848
766.9272,1129.66,1129.6553
767.2447,1130.01,1130.0073
767.5623,1129.62,1129.6220
767.8798,1128.89,1128.8919
768.1974,1129.03,1129.0282
768.5149,1129.48,1129.4794
768.8324,1128.58,1128.5758
769.1500,1128.77,1128.7671
769.4675,1128.77,1128.7722
769.7851,1128.44,1128.4423
770.1026,1129.11,1129.1128
770.4201,1128.80,1128.8048
770.7377,1129.42,1129.4198
771.0552,1128.48,1128.4825
771.3727,1128.80,1128.7995
771.6903,1128.06,1128.0592
772.0078,1128.24,1128.2370
772.3254,1127.99,1127.9887
772.6429,1127.91,1127.9085
772.9604,1127.67,1127.6746
773.2780,1127.46,1127.4555
773.5955,1127.72,1127.7197
773.9130,1127.14,1127.1352
774.2306,1127.57,1127.5687
774.5481,1127.42,1127.4242
774.8657,1127.27,1127.2749
775.1832,1126.60,1126.6007
775.5007,1126.83,1126.8320
775.8183,1126.83,1126.8294
776.1358,1126.37,1126.3659
776.4533,1126.19,1126.1866
776.7709,1126.40,1126.4031
777.0884,1127.16,1127.1607
777.4060,1125.88,1125.8757
777.7235,1126.14,1126.1367
778.0410,1126.19,1126.1888
778.3586,1126.01,1126.0116
778.6761,1125.59,1125.5904
778.9936,1126.69,1126.6914
779.3112,1125.07,1125.0709
779.6287,1126.10,1126.1005
779.9463,1125.78,1125.7844
780.2638,1124.99,1124.9888
780.5813,1125.27,1125.2695
780.8989,1126.15,1126.1455
781.2164,1125.03,1125.0324
781.5340,1126.31,1126.3111
781.8515,1125.09,1125.0931
782.1690,1125.16,1125.1604
782.4866,1124.96,1124.9602
782.8041,1125.10,1125.1020
783.1216,1125.02,1125.0203
783.4392,1125.00,1125.0005
783.7567,1124.83,1124.8293
784.0743,1124.51,1124.5052
784.3918,1124.18,1124.1829
784.7093,1124.04,1124.0367
785.0269,1123.34,1123.3430
785.3444,1124.64,1124.6435
785.6619,1123.95,1123.9463
785.9795,1124.36,1124.3580
786.2970,1124.67,1124.6669
786.6146,1123.52,1123.5196
786.9321,1123.94,1123.9418
787.2496,1124.04,1124.0380
787.5672,1123.38,1123.3830
787.8847,1123.30,1123.2961
788.2022,1123.64,1123.6372
788.5198,1122.86,1122.8597
788.8373,1123.12,1123.1227
789.1549,1123.33,1123.3331
789.4724,1123.52,1123.5227
789.7899,1123.37,1123.3748
790.1075,1122.73,1122.7263
790.4250,1122.36,1122.3582
790.7426,1123.15,1123.1483
791.0601,1122.67,1122.6702
791.3776,1122.46,1122.4591
791.6952,1122.24,1122.2352
792.0127,1121.85,1121.8525
792.3302,1122.77,1122.7725
792.6478,1122.77,1122.7730
792.9653,1121.71,1121.7117
793.2829,1122.50,1122.5011
793.6004,1122.19,1122.1865
793.9179,1120.83,1120.8337
794.2355,1121.89,1121.8871
794.5530,1121.68,1121.6782
794.8705,1121.97,1121.9680
795.1881,1121.37,1121.3722
795.5056,1122.16,1122.1596
795.8232,1120.88,1120.8765
796.1407,1121.34,1121.3449
796.4582,1121.59,1121.5941
796.7758,1121.52,1121.5208
797.0933,1121.27,1121.2664
797.4108,1121.21,1121.2123
797.7284,1122.25,1122.2522
798.0459,1121.35,1121.3507
798.3635,1122.06,1122.0583
798.6810,1122.84,1122.8407
798.9985,1123.64,1123.6440
799.3161,1125.59,1125.5881
799.6336,1127.99,1127.9894
799.9511,1132.62,1132.6240
800.2687,1138.68,1138.6839
800.5862,1147.21,1147.2104
800.9038,1158.96,1158.9629
801.2213,1176.72,1176.7159
801.5388,1199.79,1199.7891
801.8564,1230.67,1230.6707
802.1739,1269.78,1269.7790
802.4915,1321.02,1321.0160
802.8090,1385.57,1385.5701
803.1265,1464.91,1464.9128
803.4441,1560.00,1560.0046
803.7616,1673.50,1673.4996
804.0791,1803.55,1803.5522
804.3967,1951.25,1951.2520
804.7142,2113.50,2113.4958
805.0318,2287.87,2287.8711
805.3493,2471.17,2471.1678
805.6668,2658.10,2658.1026
805.9844,2841.49,2841.4933
806.3019,3014.62,3014.6183
806.6194,3172.77,3172.7727
806.9370,3306.98,3306.9807
807.2545,3412.40,3412.3999
807.5721,3483.53,3483.5279
807.8896,3515.61,3515.6060
808.2071,3509.87,3509.8709
808.5247,3465.61,3465.6075
808.8422,3383.64,3383.6352
809.1597,3268.52,3268.5200
809.4773,3126.54,3126.5440
809.7948,2963.32,2963.3239
810.1124,2785.58,2785.5787
810.4299,2600.90,2600.8960
810.7474,2413.37,2413.3666
811.0650,2232.66,2232.6606
811.3825,2061.23,2061.2325
811.7000,1902.40,1902.3962
812.0176,1760.34,1760.3405
812.3351,1634.79,1634.7890
812.6527,1527.45,1527.4495
812.9702,1436.53,1436.5313
813.2877,1361.73,1361.7280
813.6053,1302.39,1302.3905
813.9228,1253.82,1253.8161
814.2404,1217.47,1217.4678
814.5579,1189.33,1189.3272
814.8754,1167.72,1167.7184
815.1930,1151.55,1151.5451
815.5105,1141.03,1141.0283
815.8280,1132.82,1132.8248
816.1456,1126.92,1126.9222
816.4631,1123.53,1123.5302
816.7807,1121.21,1121.2104
817.0982,1119.90,1119.8983
817.4157,1118.17,1118.1712
817.7333,1117.10,1117.1006
818.0508,1116.67,1116.6663
818.3683,1116.13,1116.1292
818.6859,1115.90,1115.9030
819.0034,1116.28,1116.2807
819.3210,1115.99,1115.9905
819.6385,1115.82,1115.8220
819.9560,1115.72,1115.7159
820.2736,1115.45,1115.4463
820.5911,1115.41,1115.4082
820.9086,1114.72,1114.7180
821.2262,1115.69,1115.6881
821.5437,1115.02,1115.0232
821.8613,1116.30,1116.3019
822.1788,1115.05,1115.0521
822.4963,1115.18,1115.1841
822.8139,1114.86,1114.8621
823.1314,1115.48,1115.4821
823.4489,1114.97,1114.9686
823.7665,1113.84,1113.8361
824.0840,1114.80,1114.8025
824.4016,1114.47,1114.4729
824.7191,1114.01,1114.0141
825.0366,1114.31,1114.3102
825.3542,1115.15,1115.1491
825.6717,1114.79,1114.7931
825.9893,1114.68,1114.6839
826.3068,1114.76,1114.7596
826.6243,1114.47,1114.4685
826.9419,1114.13,1114.1282
827.2594,1113.81,1113.8145
827.5769,1114.51,1114.5064
827.8945,1114.03,1114.0346
828.2120,1113.54,1113.5367
828.5296,1113.92,1113.9227
828.8471,1113.85,1113.8483
829.1646,1113.28,1113.2818
829.4822,1113.42,1113.4190
829.7997,1114.70,1114.7023
830.1172,1113.48,1113.4845
830.4348,1113.84,1113.8352
830.7523,1114.55,1114.5542
831.0699,1113.89,1113.8901
831.3874,1113.04,1113.0354
831.7049,1113.79,1113.7876
832.0225,1112.96,1112.9577
832.3400,1113.35,1113.3450
832.6575,1112.72,1112.7160
832.9751,1112.57,1112.5656
833.2926,1112.68,1112.6832
833.6102,1112.96,1112.9585
833.9277,1111.80,1111.7985
834.2452,1113.02,1113.0193
834.5628,1112.93,1112.9309
834.8803,1113.17,1113.1689
835.1979,1113.41,1113.4105
835.5154,1112.09,1112.0876
835.8329,1112.34,1112.3443
836.1505,1112.58,1112.5824
836.4680,1112.31,1112.3132
836.7855,1112.71,1112.7104
837.1031,1111.97,1111.9663
837.4206,1111.80,1111.7991
837.7382,1112.19,1112.1858
838.0557,1112.27,1112.2684
838.3732,1111.93,1111.9322
838.6908,1112.82,1112.8206
839.0083,1112.29,1112.2931
839.3258,1111.39,1111.3870
839.6434,1112.11,1112.1094
839.9609,1112.74,1112.7433
840.2785,1111.37,1111.3693
840.5960,1111.85,1111.8450
840.9135,1111.47,1111.4746
841.2311,1111.06,1111.0589
841.5486,1111.98,1111.9816
841.8661,1111.27,1111.2746
842.1837,1111.71,1111.7083
842.5012,1111.77,1111.7708
842.8188,1111.28,1111.2823
843.1363,1111.50,1111.5004
843.4538,1110.24,1110.2383
843.7714,1111.10,1111.1041
844.0889,1111.24,1111.2445
844.4064,1111.49,1111.4942
844.7240,1110.91,1110.9106
845.0415,1110.93,1110.9291
845.3591,1110.95,1110.9472
845.6766,1110.58,1110.5811
845.9941,1110.80,1110.8012
846.3117,1111.08,1111.0816
846.6292,1110.46,1110.4619
846.9468,1109.75,1109.7530
847.2643,1110.52,1110.5157
847.5818,1111.26,1111.2584
847.8994,1110.37,1110.3656
848.2169,1110.36,1110.3637
848.5344,1109.97,1109.9711
848.8520,1109.88,1109.8784
849.1695,1110.60,1110.5987
849.4871,1110.50,1110.5046
849.8046,1110.06,1110.0626
850.1221,1109.62,1109.6173
850.4397,1110.74,1110.7417
850.7572,1109.20,1109.1952
851.0747,1110.49,1110.4880
851.3923,1110.35,1110.3459
851.7098,1109.75,1109.7456
852.0274,1109.39,1109.3873
852.3449,1110.16,1110.1648
852.6624,1109.72,1109.7206
852.9800,1109.92,1109.9244
853.2975,1109.87,1109.8657
853.6150,1109.57,1109.5719
853.9326,1110.19,1110.1939
854.2501,1110.38,1110.3793
854.5677,1110.00,1109.9984
854.8852,1108.95,1108.9481
855.2027,1109.00,1108.9990
855.5203,1109.03,1109.0326
855.8378,1109.50,1109.5034
856.1553,1109.17,1109.1661
856.4729,1108.50,1108.4999
856.7904,1109.01,1109.0138
857.1080,1109.91,1109.9145
857.4255,1110.17,1110.1736
857.7430,1108.86,1108.8625
858.0606,1108.80,1108.8046
858.3781,1108.83,1108.8345
858.6957,1108.15,1108.1487
859.0132,1108.30,1108.2987
859.3307,1107.98,1107.9783
859.6483,1108.42,1108.4180
859.9658,1108.64,1108.6402
860.2833,1108.90,1108.8981
860.6009,1107.70,1107.7028
860.9184,1108.42,1108.4192
861.2360,1108.65,1108.6506
861.5535,1108.62,1108.6178
861.8710,1108.57,1108.5709
862.1886,1108.32,1108.3223
862.5061,1108.33,1108.3342
862.8236,1107.51,1107.5118
863.1412,1108.26,1108.2561
863.4587,1108.02,1108.0160
863.7763,1107.26,1107.2644
864.0938,1107.57,1107.5670
864.4113,1107.97,1107.9720
864.7289,1107.53,1107.5346
865.0464,1107.08,1107.0801
865.3639,1107.88,1107.8767
865.6815,1108.03,1108.0336
865.9990,1107.17,1107.1698
866.3166,1108.06,1108.0602
866.6341,1107.94,1107.9435
866.9516,1107.71,1107.7137
867.2692,1108.12,1108.1195
867.5867,1107.32,1107.3173
867.9043,1107.55,1107.5481
868.2218,1106.91,1106.9134
868.5393,1107.65,1107.6471
868.8569,1107.60,1107.5977
869.1744,1107.07,1107.0661
869.4919,1107.92,1107.9164
869.8095,1107.69,1107.6878
870.1270,1107.58,1107.5825
870.4446,1106.88,1106.8778
870.7621,1107.88,1107.8839
871.0796,1107.43,1107.4258
871.3972,1107.31,1107.3074
871.7147,1107.26,1107.2607
872.0322,1106.84,1106.8434
872.3498,1107.41,1107.4086
872.6673,1106.64,1106.6401
872.9849,1107.77,1107.7736
873.3024,1107.45,1107.4537
873.6199,1105.84,1105.8374
873.9375,1106.74,1106.7352
874.2550,1106.28,1106.2767
874.5725,1106.56,1106.5608
874.8901,1106.63,1106.6310
875.2076,1106.62,1106.6210
875.5252,1106.80,1106.7966
875.8427,1106.10,1106.0967
876.1602,1107.14,1107.1383
876.4778,1106.19,1106.1939
876.7953,1107.23,1107.2311
877.1128,1106.75,1106.7517
877.4304,1105.96,1105.9646
877.7479,1106.60,1106.6000
878.0655,1106.07,1106.0745
878.3830,1105.89,1105.8931
878.7005,1106.13,1106.1284
879.0181,1106.70,1106.6975
879.3356,1106.50,1106.5036
879.6532,1106.35,1106.3505
879.9707,1106.56,1106.5624
880.2882,1106.49,1106.4925
880.6058,1106.54,1106.5440
880.9233,1106.75,1106.7478
881.2408,1105.21,1105.2120
881.5584,1105.77,1105.7651
881.8759,1106.12,1106.1225
882.1935,1105.58,1105.5755
882.5110,1105.99,1105.9923
882.8285,1105.66,1105.6584
883.1461,1106.43,1106.4284
883.4636,1105.78,1105.7761
883.7811,1106.18,1106.1804
884.0987,1106.73,1106.7322
884.4162,1105.92,1105.9229
884.7338,1105.90,1105.8998
885.0513,1105.04,1105.0393
885.3688,1104.66,1104.6620
885.6864,1105.27,1105.2706
886.0039,1105.53,1105.5311
886.3214,1105.42,1105.4246
886.6390,1105.60,1105.6046
886.9565,1106.02,1106.0189
887.2741,1105.58,1105.5782
887.5916,1105.53,1105.5309
887.9091,1105.54,1105.5397
888.2267,1105.48,1105.4818
888.5442,1104.97,1104.9717
888.8617,1105.84,1105.8356
889.1793,1105.34,1105.3419
889.4968,1105.05,1105.0498
889.8144,1106.10,1106.0952
890.1319,1105.61,1105.6119
890.4494,1104.98,1104.9789
890.7670,1104.81,1104.8092
891.0845,1104.95,1104.9469
891.4021,1105.07,1105.0709
891.7196,1105.08,1105.0763
892.0371,1104.83,1104.8280
892.3547,1104.59,1104.5898
892.6722,1104.99,1104.9865
892.9897,1104.85,1104.8514
893.3073,1105.68,1105.6811
893.6248,1105.25,1105.2486
893.9424,1105.08,1105.0785
894.2599,1104.52,1104.5209
894.5774,1105.25,1105.2477
894.8950,1105.14,1105.1353
895.2125,1104.99,1104.9850
895.5300,1104.71,1104.7052
895.8476,1104.25,1104.2526
896.1651,1105.58,1105.5773
896.4827,1104.27,1104.2749
896.8002,1104.39,1104.3914
897.1177,1105.09,1105.0874
897.4353,1104.65,1104.6463
897.7528,1103.98,1103.9807
898.0703,1104.24,1104.2427
898.3879,1104.97,1104.9734
898.7054,1104.59,1104.5857
899.0230,1104.47,1104.4713
899.3405,1104.55,1104.5523
899.6580,1104.42,1104.4248
899.9756,1103.23,1103.2286
900.2931,1104.08,1104.0768
900.6106,1104.76,1104.7637
900.9282,1103.59,1103.5940
901.2457,1104.51,1104.5069
901.5633,1104.11,1104.1091
901.8808,1104.00,1104.0015
902.1983,1104.37,1104.3744
902.5159,1103.88,1103.8816
902.8334,1104.24,1104.2448
903.1510,1103.40,1103.4031
903.4685,1104.17,1104.1665
903.7860,1103.39,1103.3925
